"Município";"Poliomielite";"Poliomielite 4 anos";" Total"
"210030 ALDEIAS ALTAS";"66,67";"57,48";"61,34"
"210040 ALTAMIRA DO MARANHAO";"143,18";"41,08";"68,39"
"210043 ALTO ALEGRE DO MARANHAO";"75,89";"10,17";"39,16"
"210047 ALTO ALEGRE DO PINDARE";"98,54";"38,20";"62,73"
"210050 ALTO PARNAIBA";"86,29";"51,09";"66,34"
"210055 AMAPA DO MARANHAO";"82,00";"51,23";"66,03"
"210060 AMARANTE DO MARANHAO";"85,63";"42,96";"62,11"
"210070 ANAJATUBA";"90,27";"35,10";"58,31"
"210080 ANAPURUS";"82,96";"42,17";"61,90"
"210083 APICUM-ACU";"113,36";"59,42";"83,21"
"210087 ARAGUANA";"68,04";"42,39";"52,29"
"210090 ARAIOSES";"76,70";"22,45";"42,90"
"210095 ARAME";"50,98";"12,56";"29,04"
"210100 ARARI";"90,19";"50,19";"69,03"
"210110 AXIXA";"89,47";"47,33";"64,73"
"210120 BACABAL";"56,43";"26,00";"39,52"
"210125 BACABEIRA";"80,65";"39,20";"58,37"
"210130 BACURI";"78,19";"41,74";"57,45"
"210135 BACURITUBA";"87,67";"57,41";"69,61"
"210140 BALSAS";"81,00";"54,28";"68,84"
"210150 BARAO DE GRAJAU";"106,11";"59,12";"81,18"
"210160 BARRA DO CORDA";"60,38";"43,66";"52,06"
"210170 BARREIRINHAS";"100,25";"40,82";"67,47"
"210173 BELAGUA";"99,45";"40,21";"69,27"
"210177 BELA VISTA DO MARANHAO";"96,10";"30,30";"59,06"
"210180 BENEDITO LEITE";"81,82";"44,09";"59,75"
"210190 BEQUIMAO";"60,34";"1,08";"27,12"
"210193 BERNARDO DO MEARIM";"137,88";"66,36";"93,64"
"210197 BOA VISTA DO GURUPI";"98,59";"54,21";"71,91"
"210200 BOM JARDIM";"68,08";"42,71";"53,81"
"210203 BOM JESUS DAS SELVAS";"73,52";"43,92";"56,82"
"210207 BOM LUGAR";"83,78";"14,19";"36,68"
"210210 BREJO";"65,32";"24,36";"41,16"
"210215 BREJO DE AREIA";"98,53";"53,98";"78,31"
"210220 BURITI";"103,40";"56,88";"77,68"
"210230 BURITI BRAVO";"77,35";"46,18";"60,35"
"210232 BURITICUPU";"71,89";"39,35";"54,01"
"210235 BURITIRANA";"81,86";"37,89";"55,49"
"210237 CACHOEIRA GRANDE";"85,71";"63,33";"73,28"
"210240 CAJAPIO";"80,47";"49,55";"62,85"
"210250 CAJARI";"73,62";"37,90";"51,01"
"210255 CAMPESTRE DO MARANHAO";"100,00";"41,84";"67,55"
"210260 CANDIDO MENDES";"48,53";"27,76";"36,69"
"210270 CANTANHEDE";"70,00";"21,94";"41,61"
"210275 CAPINZAL DO NORTE";"89,73";"65,83";"77,34"
"210280 CAROLINA";"113,33";"60,81";"83,20"
"210290 CARUTAPERA";"80,73";"56,90";"68,42"
"210300 CAXIAS";"74,13";"31,57";"51,09"
"210310 CEDRAL";"102,02";"42,35";"62,37"
"210312 CENTRAL DO MARANHAO";"97,01";"46,88";"67,48"
"210315 CENTRO DO GUILHERME";"88,61";"50,71";"66,60"
"210317 CENTRO NOVO DO MARANHAO";"112,79";"46,18";"70,67"
"210320 CHAPADINHA";"69,05";"26,02";"46,71"
"210325 CIDELANDIA";"92,42";"34,11";"58,09"
"210330 CODO";"70,23";"39,43";"53,56"
"210340 COELHO NETO";"98,32";"61,53";"77,31"
"210350 COLINAS";"85,82";"54,09";"68,84"
"210355 CONCEICAO DO LAGO-ACU";"87,71";"28,24";"50,80"
"210360 COROATA";"64,55";"15,92";"38,26"
"210370 CURURUPU";"98,04";"39,13";"64,20"
"210375 DAVINOPOLIS";"76,17";"43,41";"59,03"
"210380 DOM PEDRO";"74,86";"13,63";"41,61"
"210390 DUQUE BACELAR";"111,48";"68,82";"86,32"
"210400 ESPERANTINOPOLIS";"98,73";"70,76";"84,19"
"210405 ESTREITO";"83,84";"43,20";"62,39"
"210407 FEIRA NOVA DO MARANHAO";"95,79";"59,88";"72,90"
"210408 FERNANDO FALCAO";"94,38";"85,06";"89,80"
"210409 FORMOSA DA SERRA NEGRA";"83,59";"64,04";"72,22"
"210410 FORTALEZA DOS NOGUEIRAS";"86,82";"76,69";"81,98"
"210420 FORTUNA";"86,14";"47,06";"67,07"
"210430 GODOFREDO VIANA";"64,16";"43,22";"52,96"
"210440 GONCALVES DIAS";"80,38";"35,84";"55,16"
"210450 GOVERNADOR ARCHER";"94,61";"55,17";"72,97"
"210455 GOVERNADOR EDISON LOBAO";"138,60";"73,45";"102,45"
"210460 GOVERNADOR EUGENIO BARROS";"77,39";"47,59";"61,30"
"210462 GOVERNADOR LUIZ ROCHA";"100,89";"77,70";"87,69"
"210465 GOVERNADOR NEWTON BELLO";"111,85";"59,02";"77,84"
"210467 GOVERNADOR NUNES FREIRE";"92,86";"56,57";"72,07"
"210470 GRACA ARANHA";"209,62";"76,70";"121,29"
"210480 GRAJAU";"78,85";"58,02";"68,84"
"210490 GUIMARAES";"92,61";"57,60";"73,28"
"210500 HUMBERTO DE CAMPOS";"62,55";"11,50";"32,63"
"210510 ICATU";"82,99";"29,39";"51,58"
"210515 IGARAPE DO MEIO";"74,38";"37,58";"53,83"
"210520 IGARAPE GRANDE";"118,32";"46,23";"74,85"
"210530 IMPERATRIZ";"73,89";"55,27";"65,55"
"210535 ITAIPAVA DO GRAJAU";"80,53";"60,91";"70,66"
"210540 ITAPECURU MIRIM";"93,80";"41,89";"67,72"
"210542 ITINGA DO MARANHAO";"104,97";"47,62";"69,11"
"210545 JATOBA";"61,07";"42,39";"50,16"
"210547 JENIPAPO DOS VIEIRAS";"17,73";"2,50";"9,72"
"210550 JOAO LISBOA";"65,13";"24,08";"45,50"
"210560 JOSELANDIA";"97,87";"36,08";"62,43"
"210565 JUNCO DO MARANHAO";"66,67";"76,54";"70,37"
"210570 LAGO DA PEDRA";"112,65";"32,73";"70,69"
"210580 LAGO DO JUNCO";"89,39";"44,69";"65,57"
"210590 LAGO VERDE";"54,58";"6,96";"26,63"
"210592 LAGOA DO MATO";"102,72";"62,04";"78,51"
"210594 LAGO DOS RODRIGUES";"76,80";"19,86";"46,62"
"210596 LAGOA GRANDE DO MARANHAO";"100,00";"45,54";"66,21"
"210598 LAJEADO NOVO";"101,14";"75,89";"85,59"
"210600 LIMA CAMPOS";"94,05";"55,25";"73,02"
"210610 LORETO";"90,30";"52,05";"68,49"
"210620 LUIS DOMINGUES";"72,31";"2,33";"37,45"
"210630 MAGALHAES DE ALMEIDA";"63,51";"30,64";"43,09"
"210632 MARACACUME";"93,83";"56,64";"73,45"
"210635 MARAJA DO SENA";"117,05";"63,82";"80,14"
"210637 MARANHAOZINHO";"65,24";"55,73";"60,04"
"210640 MATA ROMA";"57,94";"15,01";"34,87"
"210650 MATINHA";"75,86";"64,72";"69,94"
"210660 MATOES";"96,41";"37,65";"61,38"
"210663 MATOES DO NORTE";"89,29";"19,55";"37,97"
"210667 MILAGRES DO MARANHAO";"48,48";"9,18";"18,68"
"210670 MIRADOR";"87,77";"60,34";"72,49"
"210675 MIRANDA DO NORTE";"72,27";"23,79";"45,70"
"210680 MIRINZAL";"106,93";"64,43";"82,99"
"210690 MONCAO";"38,92";"10,00";"22,96"
"210700 MONTES ALTOS";"107,91";"66,49";"86,41"
"210710 MORROS";"64,27";"35,28";"49,11"
"210720 NINA RODRIGUES";"95,43";"54,60";"71,01"
"210725 NOVA COLINAS";"81,31";"82,08";"81,69"
"210730 NOVA IORQUE";"180,00";"67,06";"96,52"
"210735 NOVA OLINDA DO MARANHAO";"76,52";"36,30";"51,28"
"210740 OLHO D\'AGUA DAS CUNHAS";"44,71";"31,66";"37,72"
"210745 OLINDA NOVA DO MARANHAO";"105,31";"55,93";"76,29"
"210750 PACO DO LUMIAR";"41,81";"36,64";"39,16"
"210760 PALMEIRANDIA";"43,35";"29,62";"35,96"
"210770 PARAIBANO";"90,21";"66,67";"78,18"
"210780 PARNARAMA";"96,14";"48,90";"68,57"
"210790 PASSAGEM FRANCA";"87,23";"67,33";"77,50"
"210800 PASTOS BONS";"79,32";"69,81";"74,31"
"210805 PAULINO NEVES";"78,61";"49,32";"63,50"
"210810 PAULO RAMOS";"68,30";"41,84";"52,77"
"210820 PEDREIRAS";"91,76";"64,64";"76,61"
"210825 PEDRO DO ROSARIO";"77,58";"33,94";"49,58"
"210830 PENALVA";"70,60";"41,34";"55,19"
"210840 PERI MIRIM";"72,36";"12,65";"32,61"
"210845 PERITORO";"77,04";"42,74";"57,60"
"210850 PINDARE-MIRIM";"69,04";"28,98";"46,90"
"210860 PINHEIRO";"56,58";"18,24";"38,23"
"210870 PIO XII";"83,89";"50,46";"66,26"
"210880 PIRAPEMAS";"91,04";"39,66";"60,09"
"210890 POCAO DE PEDRAS";"69,77";"32,68";"48,21"
"210900 PORTO FRANCO";"85,35";"52,66";"69,70"
"210905 PORTO RICO DO MARANHAO";"86,36";"29,41";"49,73"
"210910 PRESIDENTE DUTRA";"77,24";"59,80";"69,02"
"210920 PRESIDENTE JUSCELINO";"94,71";"49,00";"67,72"
"210923 PRESIDENTE MEDICI";"119,32";"58,39";"82,22"
"210927 PRESIDENTE SARNEY";"106,87";"7,93";"56,00"
"210930 PRESIDENTE VARGAS";"89,35";"43,14";"64,33"
"210940 PRIMEIRA CRUZ";"30,51";"0,28";"10,38"
"210945 RAPOSA";"76,10";"48,80";"61,91"
"210950 RIACHAO";"79,40";"63,68";"71,26"
"210955 RIBAMAR FIQUENE";"101,71";"56,17";"75,27"
"210960 ROSARIO";"98,08";"51,62";"71,41"
"210970 SAMBAIBA";"108,20";"48,98";"71,70"
"210975 SANTA FILOMENA DO MARANHAO";"84,09";"8,90";"37,18"
"210980 SANTA HELENA";"64,40";"8,50";"30,39"
"210990 SANTA INES";"79,67";"63,51";"71,91"
"211000 SANTA LUZIA";"92,45";"11,07";"43,47"
"211003 SANTA LUZIA DO PARUA";"54,26";"20,22";"35,43"
"211010 SANTA QUITERIA DO MARANHAO";"24,31";"9,86";"16,00"
"211020 SANTA RITA";"78,63";"30,46";"53,52"
"211023 SANTANA DO MARANHAO";"71,03";"30,00";"42,30"
"211027 SANTO AMARO DO MARANHAO";"74,61";"25,43";"42,91"
"211030 SANTO ANTONIO DOS LOPES";"82,13";"44,03";"61,83"
"211040 SAO BENEDITO DO RIO PRETO";"73,73";"55,68";"63,87"
"211050 SAO BENTO";"67,08";"28,30";"45,77"
"211060 SAO BERNARDO";"85,17";"49,06";"64,66"
"211065 SAO DOMINGOS DO AZEITAO";"83,58";"71,07";"76,79"
"211070 SAO DOMINGOS DO MARANHAO";"64,59";"41,47";"53,05"
"211080 SAO FELIX DE BALSAS";"134,09";"33,33";"68,80"
"211085 SAO FRANCISCO DO BREJAO";"127,01";"43,29";"74,46"
"211090 SAO FRANCISCO DO MARANHAO";"92,12";"46,70";"66,58"
"211100 SAO JOAO BATISTA";"95,44";"27,45";"54,35"
"211102 SAO JOAO DO CARU";"93,06";"46,58";"64,38"
"211105 SAO JOAO DO PARAISO";"88,59";"30,10";"54,65"
"211107 SAO JOAO DO SOTER";"126,59";"54,23";"80,70"
"211110 SAO JOAO DOS PATOS";"101,21";"81,88";"91,54"
"211120 SAO JOSE DE RIBAMAR";"69,50";"32,99";"52,48"
"211125 SAO JOSE DOS BASILIOS";"113,33";"43,66";"70,69"
"211130 SAO LUIS";"55,44";"46,44";"51,03"
"211140 SAO LUIS GONZAGA DO MARANHAO";"68,01";"42,09";"53,48"
"211150 SAO MATEUS DO MARANHAO";"67,58";"42,65";"54,45"
"211153 SAO PEDRO DA AGUA BRANCA";"100,00";"40,54";"61,69"
"211157 SAO PEDRO DOS CRENTES";"89,29";"52,87";"70,76"
"211160 SAO RAIMUNDO DAS MANGABEIRAS";"88,75";"76,65";"82,57"
"211163 SAO RAIMUNDO DO DOCA BEZERRA";"138,10";"53,66";"82,26"
"211167 SAO ROBERTO";"81,82";"35,48";"53,23"
"211170 SAO VICENTE FERRER";"59,57";"22,47";"37,54"
"211172 SATUBINHA";"67,31";"11,07";"25,30"
"211174 SENADOR ALEXANDRE COSTA";"70,39";"20,54";"44,42"
"211176 SENADOR LA ROCQUE";"96,59";"53,25";"73,25"
"211178 SERRANO DO MARANHAO";"58,99";"21,74";"37,12"
"211180 SITIO NOVO";"89,11";"82,39";"85,67"
"211190 SUCUPIRA DO NORTE";"143,55";"61,72";"92,19"
"211195 SUCUPIRA DO RIACHAO";"93,06";"73,40";"81,93"
"211200 TASSO FRAGOSO";"94,49";"60,23";"74,59"
"211210 TIMBIRAS";"71,05";"19,72";"44,32"
"211220 TIMON";"83,24";"48,59";"65,71"
"211223 TRIZIDELA DO VALE";"79,51";"54,86";"67,55"
"211227 TUFILANDIA";"45,61";"5,88";"22,85"
"211230 TUNTUM";"69,10";"26,78";"43,55"
"211240 TURIACU";"73,60";"21,27";"45,40"
"211245 TURILANDIA";"74,64";"6,19";"31,51"
"211250 TUTOIA";"87,37";"31,50";"56,12"
"211260 URBANO SANTOS";"67,84";"20,10";"45,50"
"211270 VARGEM GRANDE";"105,09";"12,91";"54,00"
"211280 VIANA";"85,88";"48,73";"67,22"
"211285 VILA NOVA DOS MARTIRIOS";"106,98";"43,06";"67,33"
"211290 VITORIA DO MEARIM";"82,96";"31,37";"53,74"
"211300 VITORINO FREIRE";"61,83";"28,81";"43,91"
"211400 ZE DOCA";"77,79";"29,14";"49,62"
"220005 ACAUA";"74,29";"74,14";"74,21"
"220010 AGRICOLANDIA";"85,19";"77,46";"81,58"
"220020 AGUA BRANCA";"84,42";"37,63";"62,18"
"220025 ALAGOINHA DO PIAUI";"89,41";"55,24";"70,53"
"220027 ALEGRETE DO PIAUI";"75,32";"78,31";"76,88"
"220030 ALTO LONGA";"85,62";"43,94";"61,63"
"220040 ALTOS";"93,00";"62,19";"77,99"
"220045 ALVORADA DO GURGUEIA";"76,92";"36,70";"55,00"
"220050 AMARANTE";"93,07";"60,15";"76,70"
"220060 ANGICAL DO PIAUI";"103,53";"75,00";"88,40"
"220070 ANISIO DE ABREU";"79,03";"25,15";"47,80"
"220080 ANTONIO ALMEIDA";"146,34";"87,50";"114,61"
"220090 AROAZES";"106,35";"70,79";"85,53"
"220095 AROEIRAS DO ITAIM";"110,00";"86,21";"95,92"
"220100 ARRAIAL";"71,67";"48,05";"58,39"
"220105 ASSUNCAO DO PIAUI";"88,29";"33,92";"55,32"
"220110 AVELINO LOPES";"92,63";"51,98";"71,68"
"220115 BAIXA GRANDE DO RIBEIRO";"103,20";"72,92";"88,37"
"220117 BARRA D\'ALCANTARA";"111,36";"70,77";"87,16"
"220120 BARRAS";"84,42";"44,01";"62,58"
"220130 BARREIRAS DO PIAUI";"79,49";"40,00";"54,81"
"220140 BARRO DURO";"114,81";"70,54";"89,12"
"220150 BATALHA";"54,83";"8,24";"29,02"
"220155 BELA VISTA DO PIAUI";"130,77";"31,88";"67,59"
"220157 BELEM DO PIAUI";"51,28";"54,00";"52,81"
"220160 BENEDITINOS";"90,08";"69,87";"78,70"
"220170 BERTOLINIA";"88,41";"75,58";"81,29"
"220173 BETANIA DO PIAUI";"97,12";"74,34";"85,25"
"220177 BOA HORA";"136,99";"62,60";"90,31"
"220180 BOCAINA";"110,26";"75,51";"90,91"
"220190 BOM JESUS";"128,91";"108,65";"118,95"
"220191 BOM PRINCIPIO DO PIAUI";"76,00";"57,89";"67,18"
"220192 BONFIM DO PIAUI";"85,88";"47,06";"66,47"
"220194 BOQUEIRAO DO PIAUI";"82,47";"75,44";"78,67"
"220196 BRASILEIRA";"110,59";"49,17";"74,63"
"220198 BREJO DO PIAUI";"97,73";"40,32";"64,15"
"220200 BURITI DOS LOPES";"71,34";"28,32";"49,48"
"220202 BURITI DOS MONTES";"66,67";"32,84";"45,28"
"220205 CABECEIRAS DO PIAUI";"109,90";"30,95";"60,59"
"220207 CAJAZEIRAS DO PIAUI";"134,21";"37,10";"74,00"
"220208 CAJUEIRO DA PRAIA";"59,09";"30,51";"44,30"
"220209 CALDEIRAO GRANDE DO PIAUI";"107,69";"58,00";"77,58"
"220210 CAMPINAS DO PIAUI";"16,07";"8,70";"11,49"
"220211 CAMPO ALEGRE DO FIDALGO";"85,00";"56,63";"68,53"
"220213 CAMPO GRANDE DO PIAUI";"98,48";"27,27";"57,79"
"220217 CAMPO LARGO DO PIAUI";"76,04";"37,42";"51,74"
"220220 CAMPO MAIOR";"94,38";"60,42";"77,21"
"220225 CANAVIEIRA";"100,00";"40,85";"64,41"
"220230 CANTO DO BURITI";"69,78";"42,24";"54,22"
"220240 CAPITAO DE CAMPOS";"51,19";"20,69";"34,50"
"220245 CAPITAO GERVASIO OLIVEIRA";"64,58";"35,80";"46,51"
"220250 CARACOL";"89,90";"66,84";"78,43"
"220253 CARAUBAS DO PIAUI";"119,23";"68,93";"90,61"
"220255 CARIDADE DO PIAUI";"80,49";"77,89";"79,10"
"220260 CASTELO DO PIAUI";"88,14";"59,93";"74,50"
"220265 CAXINGO";"96,34";"59,81";"75,66"
"220270 COCAL";"87,32";"40,16";"61,56"
"220271 COCAL DE TELHA";"85,96";"27,63";"52,63"
"220272 COCAL DOS ALVES";"155,74";"52,53";"91,88"
"220273 COIVARAS";"143,75";"82,26";"109,09"
"220275 COLONIA DO GURGUEIA";"97,53";"41,28";"65,26"
"220277 COLONIA DO PIAUI";"68,63";"42,86";"55,14"
"220280 CONCEICAO DO CANINDE";"67,53";"59,38";"63,83"
"220285 CORONEL JOSE DIAS";"104,08";"54,29";"74,79"
"220290 CORRENTE";"91,11";"59,96";"74,92"
"220300 CRISTALANDIA DO PIAUI";"65,98";"35,29";"46,44"
"220310 CRISTINO CASTRO";"148,45";"113,33";"129,91"
"220320 CURIMATA";"80,65";"56,22";"67,96"
"220323 CURRAIS";"20,00";"15,62";"17,47"
"220325 CURRALINHOS";"94,12";"89,04";"91,49"
"220327 CURRAL NOVO DO PIAUI";"102,74";"62,50";"79,10"
"220330 DEMERVAL LOBAO";"86,74";"49,27";"70,36"
"220335 DIRCEU ARCOVERDE";"53,12";"2,94";"27,27"
"220340 DOM EXPEDITO LOPES";"100,00";"76,34";"86,67"
"220342 DOMINGOS MOURAO";"69,49";"43,06";"54,96"
"220345 DOM INOCENCIO";"136,00";"70,55";"92,76"
"220350 ELESBAO VELOSO";"104,52";"59,53";"78,38"
"220360 ELISEU MARTINS";"95,65";"20,27";"49,17"
"220370 ESPERANTINA";"81,36";"44,32";"62,93"
"220375 FARTURA DO PIAUI";"98,70";"8,89";"50,30"
"220380 FLORES DO PIAUI";"90,32";"67,53";"77,70"
"220385 FLORESTA DO PIAUI";"71,43";"31,43";"49,21"
"220390 FLORIANO";"69,72";"54,07";"62,15"
"220400 FRANCINOPOLIS";"94,83";"38,55";"61,70"
"220410 FRANCISCO AYRES";"126,42";"45,71";"80,49"
"220415 FRANCISCO MACEDO";"68,57";"64,29";"66,23"
"220420 FRANCISCO SANTOS";"81,44";"73,48";"76,86"
"220430 FRONTEIRAS";"89,92";"55,06";"69,02"
"220435 GEMINIANO";"77,27";"40,23";"58,86"
"220440 GILBUES";"44,61";"25,26";"35,28"
"220450 GUADALUPE";"86,84";"24,12";"57,22"
"220455 GUARIBAS";"78,57";"89,53";"84,12"
"220460 HUGO NAPOLEAO";"131,71";"42,11";"79,59"
"220465 ILHA GRANDE";"39,02";"51,25";"45,06"
"220470 INHUMA";"80,43";"62,90";"70,86"
"220480 IPIRANGA DO PIAUI";"37,84";"6,54";"19,70"
"220490 ISAIAS COELHO";"88,71";"87,79";"88,24"
"220500 ITAINOPOLIS";"100,00";"63,45";"79,85"
"220510 ITAUEIRA";"84,17";"58,08";"69,93"
"220515 JACOBINA DO PIAUI";"105,45";"30,34";"59,03"
"220520 JAICOS";"81,25";"44,58";"61,34"
"220525 JARDIM DO MULATO";"90,74";"53,03";"70,00"
"220527 JATOBA DO PIAUI";"89,13";"33,82";"56,14"
"220530 JERUMENHA";"27,27";"22,73";"25,00"
"220535 JOAO COSTA";"94,44";"64,58";"77,38"
"220540 JOAQUIM PIRES";"86,94";"45,79";"64,24"
"220545 JOCA MARQUES";"74,39";"34,91";"52,13"
"220550 JOSE DE FREITAS";"129,98";"54,03";"91,92"
"220551 JUAZEIRO DO PIAUI";"125,53";"65,00";"87,40"
"220552 JULIO BORGES";"63,54";"34,38";"48,96"
"220553 JUREMA";"78,12";"28,74";"49,67"
"220554 LAGOINHA DO PIAUI";"145,16";"82,22";"107,89"
"220555 LAGOA ALEGRE";"81,90";"59,18";"69,20"
"220556 LAGOA DO BARRO DO PIAUI";"119,40";"92,41";"104,79"
"220557 LAGOA DE SAO FRANCISCO";"110,96";"53,85";"75,79"
"220558 LAGOA DO PIAUI";"98,51";"80,65";"89,92"
"220559 LAGOA DO SITIO";"116,98";"60,00";"82,71"
"220560 LANDRI SALES";"77,22";"64,84";"70,59"
"220570 LUIS CORREIA";"92,91";"42,08";"64,98"
"220580 LUZILANDIA";"48,10";"23,25";"34,96"
"220585 MADEIRO";"96,18";"55,09";"73,15"
"220590 MANOEL EMIDIO";"104,11";"67,50";"84,97"
"220595 MARCOLANDIA";"122,07";"72,00";"96,61"
"220600 MARCOS PARENTE";"97,14";"102,86";"100,00"
"220605 MASSAPE DO PIAUI";"112,24";"50,00";"69,68"
"220610 MATIAS OLIMPIO";"89,41";"70,19";"78,84"
"220620 MIGUEL ALVES";"65,56";"28,09";"44,66"
"220630 MIGUEL LEAO";"128,57";"27,27";"66,67"
"220635 MILTON BRANDAO";"92,00";"14,41";"45,70"
"220640 MONSENHOR GIL";"96,92";"73,20";"84,10"
"220650 MONSENHOR HIPOLITO";"109,64";"94,17";"100,49"
"220660 MONTE ALEGRE DO PIAUI";"64,36";"55,67";"60,10"
"220665 MORRO CABECA NO TEMPO";"79,73";"51,19";"64,56"
"220667 MORRO DO CHAPEU DO PIAUI";"83,87";"54,84";"69,35"
"220669 MURICI DOS PORTELAS";"59,66";"38,67";"47,00"
"220670 NAZARE DO PIAUI";"106,10";"33,96";"65,43"
"220672 NAZARIA";"23,60";"23,45";"23,53"
"220675 NOSSA SENHORA DE NAZARE";"100,00";"77,94";"87,70"
"220680 NOSSA SENHORA DOS REMEDIOS";"95,04";"55,81";"73,48"
"220690 NOVO ORIENTE DO PIAUI";"81,43";"37,76";"55,95"
"220695 NOVO SANTO ANTONIO";"102,22";"60,00";"80,00"
"220700 OEIRAS";"95,43";"54,15";"73,36"
"220710 OLHO D\'AGUA DO PIAUI";"80,00";"23,53";"48,35"
"220720 PADRE MARCOS";"86,67";"68,18";"77,53"
"220730 PAES LANDIM";"100,00";"56,34";"75,20"
"220735 PAJEU DO PIAUI";"86,21";"30,36";"49,41"
"220740 PALMEIRA DO PIAUI";"114,29";"81,93";"95,89"
"220750 PALMEIRAIS";"61,78";"24,54";"40,00"
"220755 PAQUETA";"85,71";"36,00";"58,70"
"220760 PARNAGUA";"41,42";"26,19";"32,98"
"220770 PARNAIBA";"58,18";"34,80";"46,85"
"220775 PASSAGEM FRANCA DO PIAUI";"91,38";"32,10";"56,83"
"220777 PATOS DO PIAUI";"94,74";"52,58";"68,18"
"220779 PAU D\'ARCO DO PIAUI";"193,55";"59,42";"101,00"
"220780 PAULISTANA";"90,43";"49,60";"69,22"
"220785 PAVUSSU";"77,08";"4,44";"41,94"
"220790 PEDRO II";"96,98";"58,46";"76,52"
"220793 PEDRO LAURENTINO";"200,00";"29,79";"88,89"
"220795 NOVA SANTA RITA";"103,92";"27,27";"53,33"
"220800 PICOS";"85,29";"40,90";"63,27"
"220810 PIMENTEIRAS";"44,68";"18,09";"29,48"
"220820 PIO IX";"83,94";"32,99";"54,81"
"220830 PIRACURUCA";"79,52";"44,80";"63,17"
"220840 PIRIPIRI";"108,28";"90,31";"99,79"
"220850 PORTO";"84,44";"51,85";"69,01"
"220855 PORTO ALEGRE DO PIAUI";"85,71";"38,78";"55,84"
"220860 PRATA DO PIAUI";"78,72";"62,75";"70,41"
"220865 QUEIMADA NOVA";"75,70";"75,19";"75,42"
"220870 REDENCAO DO GURGUEIA";"89,36";"42,05";"63,09"
"220880 REGENERACAO";"86,42";"38,72";"61,21"
"220885 RIACHO FRIO";"63,64";"4,71";"30,46"
"220887 RIBEIRA DO PIAUI";"70,91";"22,54";"43,65"
"220890 RIBEIRO GONCALVES";"114,04";"60,84";"84,44"
"220900 RIO GRANDE DO PIAUI";"107,14";"70,41";"85,71"
"220910 SANTA CRUZ DO PIAUI";"125,81";"59,18";"85,00"
"220915 SANTA CRUZ DOS MILAGRES";"67,57";"10,94";"31,68"
"220920 SANTA FILOMENA";"71,72";"59,02";"64,71"
"220930 SANTA LUZ";"149,33";"59,83";"94,79"
"220935 SANTANA DO PIAUI";"97,83";"65,67";"78,76"
"220937 SANTA ROSA DO PIAUI";"77,46";"45,35";"59,87"
"220940 SANTO ANTONIO DE LISBOA";"121,79";"76,84";"97,11"
"220945 SANTO ANTONIO DOS MILAGRES";"77,78";"2,33";"31,43"
"220950 SANTO INACIO DO PIAUI";"88,64";"50,82";"66,67"
"220955 SAO BRAZ DO PIAUI";"92,59";"29,51";"59,13"
"220960 SAO FELIX DO PIAUI";"68,97";"64,10";"66,18"
"220965 SAO FRANCISCO DE ASSIS DO PIAUI";"126,15";"64,71";"88,62"
"220970 SAO FRANCISCO DO PIAUI";"44,79";"29,63";"36,76"
"220975 SAO GONCALO DO GURGUEIA";"102,50";"44,07";"67,68"
"220980 SAO GONCALO DO PIAUI";"111,43";"56,96";"82,55"
"220985 SAO JOAO DA CANABRAVA";"97,87";"31,88";"58,62"
"220987 SAO JOAO DA FRONTEIRA";"101,41";"30,00";"59,65"
"220990 SAO JOAO DA SERRA";"78,21";"13,68";"42,77"
"220995 SAO JOAO DA VARJOTA";"74,68";"53,66";"63,98"
"220997 SAO JOAO DO ARRAIAL";"76,67";"67,27";"71,75"
"221000 SAO JOAO DO PIAUI";"74,40";"58,24";"66,31"
"221005 SAO JOSE DO DIVINO";"140,00";"76,74";"101,42"
"221010 SAO JOSE DO PEIXE";"57,63";"20,59";"37,80"
"221020 SAO JOSE DO PIAUI";"117,39";"76,19";"92,53"
"221030 SAO JULIAO";"84,38";"54,55";"68,09"
"221035 SAO LOURENCO DO PIAUI";"75,41";"75,00";"75,20"
"221037 SAO LUIS DO PIAUI";"104,76";"36,36";"58,46"
"221038 SAO MIGUEL DA BAIXA GRANDE";"157,14";"53,49";"78,95"
"221039 SAO MIGUEL DO FIDALGO";"125,71";"52,63";"80,43"
"221040 SAO MIGUEL DO TAPUIO";"87,08";"50,31";"64,78"
"221050 SAO PEDRO DO PIAUI";"80,43";"58,85";"69,34"
"221060 SAO RAIMUNDO NONATO";"87,54";"56,61";"73,45"
"221062 SEBASTIAO BARROS";"49,18";"24,24";"36,22"
"221063 SEBASTIAO LEAL";"50,00";"21,05";"33,58"
"221065 SIGEFREDO PACHECO";"55,14";"38,16";"45,17"
"221070 SIMOES";"92,48";"57,76";"73,36"
"221080 SIMPLICIO MENDES";"99,43";"48,07";"73,31"
"221090 SOCORRO DO PIAUI";"93,75";"54,79";"70,25"
"221093 SUSSUAPARA";"131,51";"80,00";"103,07"
"221095 TAMBORIL DO PIAUI";"102,33";"65,31";"82,61"
"221097 TANQUE DO PIAUI";"128,95";"104,55";"115,85"
"221100 TERESINA";"72,53";"61,43";"67,47"
"221110 UNIAO";"62,02";"28,89";"44,83"
"221120 URUCUI";"96,66";"93,87";"95,34"
"221130 VALENCA DO PIAUI";"140,07";"54,36";"96,41"
"221135 VARZEA BRANCA";"65,22";"21,11";"40,25"
"221140 VARZEA GRANDE";"95,16";"80,88";"87,69"
"221150 VERA MENDES";"163,89";"97,78";"127,16"
